StrongNumber,Lemma,SenseNumber,English,Chinese,Instances,Category,BDAG agreement,LN agreement,Definition,Explanations
"1492","οἶδα",1,"know",,"430140050060010 440160030210010 420200210060010 460140160240010 470040140010010 520020020060010 620020110180010 400060080050010 400240360090010 470120020010010 460090240020010 440190320160010 430070280120010 450060090010010 420120560090010 430130170030010 410140400150010 660020130010010 400240430060010 460050060070010 430160300040010 430060420120010 660120120260010 530020060050010 440260270060010 430200130170010 460060190030010 520010040010010 430090240180010 450070140010010 420110130060010 470110110090010 460010160090010 500010160050010 610020090010010 400280050110010 430090290110010 410100380070010 420130250280010 410130350040010 400070110060010 410130320100010 520040020010010 430090290020010 400260720080010 420040340110010 420060080030010 430080140170010 430160300020010 430090250100010 590030010070010 430050320080010 410090060030010 520030040160010 490060090120010 480020160010010 400200250070010 660030010220010 400120250010010 410020100030010 470010070080010 540030050090010 500040120010010 430090300160010 400210270070010 450080270060010 550010120100010 470120030020010 430210170250010 510020010040010 450080280010010 400240420050010 400270180010010 510030240010010 430030080130010 430040220090010 450070180010010 620020290020010 430080550130010 440120110090010 410110330070010 430040320120010 600050090060010 400260700080010 420120390060010 400250120090010 450150290010010 400060320070010 560030110010010 620030020110010 620020210060010 660030150010010 510040010110010 660020190010010 450140140010010 430110240050010 430090210060010 410100420080010 430210240140010 420220340150010 550030140090010 400220160120010 520020010030010 660020090010010 430190100100010 460060020030010 660190120200010 620050180010010 620050150030010 430090310010010 500040150010010 430130110010010 430150210130010 430060060080010 430050130050010 550020230080010 420020490100010 500010190010010 660030170140010 430080550070010 430040420160010 560010160030010 430080140260010 470120020180010 460120020010010 460160150050010 490010180090010 430110490160010 470120030140010 450080260170010 430200140140010 410120140060010 430080550200010 430190350130010 410140680060010 520020110020010 410010340190010 400260740080010 420130270060010 430040220050010 420220600070010 570010210070010 460030160020010 430070280310010 440070180100010 410130330040010 460140110040010 420120300130010 430080190260010 420040410240010 430090210150010 590040040030010 430210150210010 440020220330010 430140050130010 450080220010010 420180200030010 610010120090010 550030150080010 540030150050010 620030150100010 470120030170010 520010050250010 460070160030010 590040170010010 430020090120010 430110220040010 660030080010010 510040060090010 520020050090010 440030160120010 460020110030010 460060150020010 420200070040010 660020170330010 430180210120010 430060640090010 400150120070010 490060080010010 430120500020010 450050030100010 430110420030010 400200220070010 430130180070010 460060160030010 440200250050010 530030070030010 640010120150010 440030170040010 620030050020010 460080040070010 500010250040010 660070140070010 420230340100010 430070270030010 480040080050010 430080190200010 410140710090010 460080010050010 430140040050010 430120350310010 410010240110010 450110020120010 430030020100010 470050110010010 580080110200010 470090020010010 620020210110010 420050240030010 430040100070010 400250260120010 430160180110010 440200290020010 470050010010010 430180020010010 460070160110010 500040120040010 450130110030010 430080190130010 430020090180010 430090200080010 620050150100010 430070280140010 450060160020010 400270650100010 400250130050010 400090060030010 460090130020010 410100190030010 660020020010010 450020020010010 440070400210010 520050020040010 400260020010010 580100300010010 430070290020010 480040130010010 470110310080010 450070070230010 620050190010010 430030110070010 540010080010010 430090120090010 430210160140010 450030190010010 470050060050010 440100370020010 420220570060010 460150580150010 610010140010010 620050200010010 620030140020010 460060090030010 460060030020010 420190220110010 430080370010010 520030030100010 430090250080010 460020020050010 470120020210010 600010180010010 530010080080010 520040050110010 520040040010010 430040250050010 430200020280010 420120560170010 550010150010010 620050130050010 430100040150010 430100050120010 420110170030010 430190280030010 650010050050010 440200220170010 430130010070010 430210120170010 440020300050010 410060200070010 440050070120010 420080530040010 430180040030010 430130030010010 430150150090010 410040270160010 460110030040010 470120020120010 460020120170010 460130020060010 430070150090010 470050160070010 620020200090010 540010090010010 420090470040010 410120150030010 440230050060010 490060210030010 440120090060010 420110440170010 430210040120010 430010260160010 650010100060010 430200090030010 410040130050010 430130070110010 420090330340010 430010330030010 430010310030010 400220290090010 410120240100010 410050330070010 430060610010010 520050120050010",2,0,0,,
"1367","δισχίλιοι",1,"two thousand",,"410050130250010",3,0,0,,
"0930","βασανιστής",1,"jailer",,"400180340090010",1,0,0,,
"0318","ἀνάγκη",6,"constraint",,"460070370110010",1,0,0,,
"0318","ἀνάγκη",5,"hardship",,"470120100080010 470060040150010",1,0,0,,
"0318","ἀνάγκη",4,"need",,"580070270060010 420140180150010",1,0,0,,
"0318","ἀνάγκη",3,"distress",,"420210230150010 520030070100010 460070260090010",1,0,0,,
"0318","ἀνάγκη",2,"necessity",,"460090160080010 570010140130010 580070120060010 470090070110010",1,0,0,,
"0318","ἀνάγκη",1,"necessary",,"580090230010010 650010030120010 400180070070010 580090160050010 450130050020010",1,0,0,,
"4277","προεῖπον",2,"foretell",,"440010160080010",2,0,0,,
"4277","προεῖπον",1,"say before",,"480050210120010 520040060200010",2,0,0,,
"4560","σάρκινος",1,"flesh",,"450070140100010 460030010110010 470030030240010",3,0,0,,
"4514","Ῥωμαῖος",1,"roman",,"440160370120010 440220250160010 440160210110010 440280170400010 440160380140010 430110480120010 440230270200010 440220270100010 440220260170010 440220290170010 440250160080010 440020100170010",3,0,0,,
"0832","αὐλέω",2,"play",,"460140070190010",2,0,0,,
"0832","αὐλέω",1,"play the flute",,"420070320130010 400110170020010",2,0,0,,
"4745","στοά",1,"portico",,"440050120210010 440030110170010 430050020150010 430100230100010",1,0,0,,
"0308","ἀναβλέπω",3,"regain sight",,"440090180100010 440090120150010 440090170320010 410100520140010 400200340110010 420180430030010 420180410100010 410100510180010",2,0,0,,
"0308","ἀναβλέπω",2,"receive sight",,"430090110290010 430090150090010 430090180120010 430090180200010 420180420060010 420070220130010 400110050020010 440220130100010",2,0,0,,
"0308","ἀναβλέπω",1,"look up",,"420210010010010 410070340020010 410080240020010 400140190170010 410160040020010 420090160100010 420190050070010 410060410100010 440220130150010",2,0,0,,
"2599","καταβαρέω",1,"burden",,"470120160050010",2,0,0,,
"3052","λόγιος",1,"eloquent",,"440180240100010",3,0,0,,
"0165","αἰών",2,"world",,"580110030050010",1,0,0,,
"0165","αἰών",1,"age",,"420200350050010 420200340090010 460020060110010 460020080060010 510010260070010 400120320290010 460100110160010 400130390140010 420160080160010 580060050090010 400130490070010 490030090130010 400280200210010 490020070050010 460030180130010 490010210180010 400240030310010 460020070150010 400130400150010 560020120200010 420180300130010 580090260150010 410100300260010 460010200080010 480010040130010 460020060170010 400130220170010 410040190050010 540060170060010 470040040060010 450120020050010 660070120300010 660190030140010 660100060080010 660190030120010 580010080140010 580130210290010 660010060210010 550040180240010 660070120280010 660040090220010 500040200110010 660200100290010 480010050060010 480010050080010 660100060100010 580010080120010 600040110350010 500040200130010 550040180220010 660040100200010 600040110370010 660200100310010 660010180150010 490030210160010 660140110080010 660110150320010 540010170170010 450010250240010 630010020140010 430120340170010 450090050200010 450160270120010 470090090130010 420010330090010 620020170190010 420010550150010 600010250080010 470110310140010 430080350170010 430060510220010 650010130160010 450110360170010 430080350110010 650010250260010 430060580240010 430140160150010 580130080110010 580050060100010 580070240090010 580070170080010 580060200150010 580070280210010 580070210190010 600050110060010 550040100080010 580010020190010 650010250190010 660010060190010 660150070230010 660220050280010 660220050260010 660040100180010 660150070250010 490030210180010 660050130500010 660050130480010 660040090200010 460080130140010 400210190300010 410110140080010 430080510170010 430110260140010 430130080120010 430100280120010 430080520310010 430040140170010 610030180220010 660010180130010 660110150300010 540010170150010 660140110090010 580130210270010 420010700080010 490030110040010 540010170050010 490020020070010 440150180030010 410030290150010 430090320030010 440030210190010",1,0,0,,
"2729","κατισχύω",3,"prevail",,"420230230100010",2,0,0,,
"2729","κατισχύω",2,"have strength",,"420210360080010",2,0,0,,
"2729","κατισχύω",1,"overpower",,"400160180220010",2,0,0,,
"5298","ὑποχωρέω",1,"withdraw",,"420090100120010 420050160040010",2,0,0,,
"3119","μαλακία",1,"sickness",,"400100010210010 400090350280010 400040230240010",1,0,0,,
"2930","κρύσταλλος",1,"crystal",,"660040060090010 660220010090010",1,0,0,,
"5168","τρῆμα",1,"eye",,"420180250060010",1,0,0,,
"0757","ἄρχω",1,"rule",,"410100420120010 450150120130010",2,0,0,,
"2892","κουστωδία",1,"guard",,"400270660120010 400270650060010 400280110070010",1,0,0,,
"4917","συνθλάω",1,"break to piece",,"400210440080010 420200180080010",2,0,0,,
"4857","συμφώνησις",1,"harmony",,"470060150030010",1,0,0,,
"4898","συνέκδημος",1,"travel companion",,"440190290180010 470080190100010",1,0,0,,
"3043","λίνον",2,"wick",,"400120200060010",1,0,0,,
"3043","λίνον",1,"linen",,"660150060150010",1,0,0,,
"0632","ἀπονέμω",1,"show",,"600030070120010",2,0,0,,
"2307","θέλημα",4,,,"610010210030010",1,0,0,,
"2307","θέλημα",3,,,"600040020070010",1,0,0,,
"2307","θέλημα",2,"desire",,"460070370180010 490020030160010 460160120200010",1,0,0,,
"2307","θέλημα",1,,,"420220420140010 600030170070010 400070210180010 430010130070010 420120470190010 420120470080010 480010040190010 460010010070010 520040030040010 520050180060010 470080050140010 580130210100010 450120020190010 430090310150010 450010100140010 430060390050010 470010010060010 400210310070010 620050140160010 490060060120010 430060400050010 580100090080010 490010090060010 400180140040010 430050300270010 580100360070010 550020260140010 510010010060010 450020180040010 400120500060010 660040110260010 600020150050010 490010010060010 430050300220010 510010090210010 430040340110010 440220140130010 620020170130010 440130220280010 410030350060010 430060380150010 580100070160010 400060100070010 490010050140010 430010130110010 600040190070010 490050170100010 430060380100010 490010110160010 430070170050010 420230250180010 440210140100010 550010010060010 400260420200010 580100100030010 450150320080010 510040120240010",1,0,0,,
"1591","ἐκμάσσω",1,"wipe",,"430120030160010 430110020100010 420070380220010 420070440360010 430130050150010",2,0,0,,
"4257","προακούω",1,"hear before",,"510010050110010",2,0,0,,
"5501","χείρων",1,"bad",,"410050260200010 610020200260010 400270640300010 420110260210010 400120450230010 540050080170010 400090160190010 410020210220010 430050140200010 580100290030010 550030130090010",3,0,0,,
"0124","Αἰγύπτιος",1,"egyptian",,"440210380060010 580110290140010 440070220070010 440070280110010 440070240130010",3,0,0,,
"3584","ξηρός",2,"dry",,"420230310110010 580110290080010 400230150130010",3,0,0,,
"3584","ξηρός",1,"wither",,"420060060240010 400120100060010 430050030090010 420060080120010 410030030070010",3,0,0,,
"2684","κατασκοπέω",1,"spy out",,"480020040080010",2,0,0,,
"3329","μετάγω",1,"direct",,"590030040120010 590030030210010",2,0,0,,
"0337","ἀναιρέω",5,"slay",,"530020080100010",2,0,0,,
"0337","ἀναιρέω",4,"execute",,"420230320090010",2,0,0,,
"0337","ἀναιρέω",3,"put to death",,"420220020100010",2,0,0,,
"0337","ἀναιρέω",2,"take away",,"580100090100010 440070210040010",2,0,0,,
"0337","ἀναιρέω",1,"kill",,"440260100210010 440120020010010 440090290110010 440100390180010 440020230140010 440090230090010 440070280080010 440070280020010 440250030120010 440160270180010 440230270100010 440230150310010 440220200210010 440230210230010 440090240190010 440050360190010 440130280080010 400020160130010 440050330070010",2,0,0,,
"0843","αὐτοκατάκριτος",1,"self condemn",,"560030110090010",3,0,0,,
"0638","ἀποπνίγω",2,"drown",,"420080330230010",2,0,0,,
"0638","ἀποπνίγω",1,"choke",,"420080070120010",2,0,0,,
"1936","ἐπίθεσις",1,"lay on",,"550010060170010 540040140130010 440080180080010 580060020030010",1,0,0,,
"1309","διαφεύγω",1,"escape",,"440270420130010",2,0,0,,
"2013","ἐπιτυγχάνω",1,"obtain",,"580060150040010 590040020110010 580110330080010 450110070120010 450110070080010",2,0,0,,
"1510","εἰμί",4,,,"440250100100010",2,0,0,,
"1510","εἰμί",3,,,"420070080050010",2,0,0,,
"1510","εἰμί",2,,,"460120160110010 460120150100010 420070060280010 460090010050010 460090010020010 420150210150010 420150190020010",2,0,0,,
"1510","εἰμί",1,,,"460130020280010 410140620060010 430040260060010 440130250220010 410130060100010 430150050020010 510020050120010 420220580190010 460030040070010 430180350070010 460010120100010 460120160080010 400200150200010 430010270070010 430090090170010 420050080160010 660030170050010 420180110140010 430180370170010 460120150070010 420220330090010 430170240080010 400080090050010 660220090080010 440230060230010 430080180020010 430030280160010 430080230130010 430140090090010 440100210100010 400240050100010 500040110110010 430080230220010 430110250060010 430140060060010 660220160140010 430170110030010 460150100060010 430080120090010 430060410100010 430070340090010 430080160150010 430160320170010 430180080070010 430010200110010 430010210120010 660210060060010 400270430140010 450110130100010 600010160090010 460150090100010 430060480020010 430070330100010 410010070120010 400140270100010 430120260090010 430100090020010 430090050070010 450070140110010 660190100160010 430130190140010 430100110020010 430080580120010 430140030170010 430080240160010 430130330060010 660010170230010 460150100040010 440180100030010 440260150120010 400110290130010 420240390110010 410060500180010 430060200060010 400260250100010 430060510020010 420220700200010 440200260100010 420210080160010 400260220110010 400080080080010 420190220160010 400220320020010 460090020040010 440090050090010 580120210100010 420030160180010 450010140100010 660010180100010 430070280160010 420010190080010 430100360190010 430100070120010 660010080020010 430080280160010 430130130120010 470120110210010 440220080120010 440130250130010 430070290070010 400280200130010 400180200130010 440270230100010 660180070240010 460150090030010 430070360160010 460090020090010 430150010020010 430180170220010 420010180130010 430030280090010 610010130060010 430190210200010 440210390080010 540010150190010 420220270170010 430180060060010 430170160090010 400030110190010 430100140020010 440100260120010 440260290290010 470120100200010 440220030020010 450110010160010 430180250240010 660020230150010 430180050090010 400270240220010 430060350060010 430170140210010",2,0,0,,
"1723","ἐναγκαλίζομαι",1,"take in arm",,"410100160020010 410090360100010",2,0,0,,
"1296","διαταγή",2,"direction",,"440070530060010",1,0,0,,
"1296","διαταγή",1,"ordinance",,"450130020090010",1,0,0,,
"0951","βεβαίωσις",1,"confirmation",,"580060160130010 500010070280010",1,0,0,,
"4644","σκληροτράχηλος",1,"stiff necked",,"440070510010010",3,0,0,,
"0748","ἀρχιερατικός",1,"high priestly",,"440040060160010",3,0,0,,
"3703","ὀπώρα",1,"fruit",,"660180140030010",1,0,0,,
"4974","σφυδρόν",1,"ankle",,"440030070170010",1,0,0,,
"2961","κυριεύω",2,"lord",,"540060150170010 450140090130010",2,0,0,,
"2961","κυριεύω",1,"lord it over",,"450070010110010 420220250090010 470010240030010 450060140050010 450060090120010",2,0,0,,
"1795","ἐντυπόω",1,"have be engrave",,"470030070090010",2,0,0,,
"4293","καταγγέλλω",1,"announce",,"440030240140010",2,0,0,,
"5311","ὕψος",3,"exaltation",,"590010090090010",1,0,0,,
"5311","ὕψος",2,"high",,"420240490220010 420010780120010",1,0,0,,
"5311","ὕψος",1,"height",,"490030180140010 660210160310010 490040080050010",1,0,0,,
"5349","φθαρτός",2,"corruptible",,"450010230110010",3,0,0,,
"5349","φθαρτός",1,"perishable",,"460150530040010 460150540040010 600010230050010 460090250110010 600010180040010",3,0,0,,
"1370","διχοστασία",1,"dissension",,"480050200080010 450160170080010",1,0,0,,
"3102","μαθήτρια",1,"disciple",,"440090360060010",1,0,0,,
"1931","ἐπιδύω",1,"go down",,"490040260080010",2,0,0,,
"1706","ἐμπίπτω",1,"fall",,"420060390150010 540060090050010 580100310030010 400120110160010 540030060080010 540030070140010 420100360100010",2,0,0,,
